title	id	updated	published	summary	primary_category
"Cognitive Endurance, Talent Selection, and the Labor Market Returns to
  Human Capital"	http://arxiv.org/abs/2301.02575v1	2023-01-06T16:08:35Z	2023-01-06T16:08:35Z	  Cognitive endurance -- the ability to sustain performance on a cognitively-demanding task over time -- is thought to be a crucial productivity determinant. However, a lack of data on this variable has limited researchers' ability to understand its role for success in college and the labor market. This paper uses college-admission-exam records from 15 million Brazilian high school students to measure cognitive endurance based on changes in performance throughout the exam. By exploiting exogenous variation in the order of exam questions, I show that students are 7.1 percentage points more likely to correctly answer a given question when it appears at the beginning of the day versus the end (relative to a sample mean of 34.3%). I develop a method to decompose test scores into fatigue-adjusted ability and cognitive endurance. I then merge these measures into a higher-education census and the earnings records of the universe of Brazilian formal-sector workers to quantify the association between endurance and long-run outcomes. I find that cognitive endurance has a statistically and economically significant wage return. Controlling for fatigue-adjusted ability and other student characteristics, a one-standard-deviation higher endurance predicts a 5.4% wage increase. This wage return to endurance is sizable, equivalent to a third of the wage return to ability. I also document positive associations between endurance and college attendance, college quality, college graduation, firm quality, and other outcomes. Finally, I show how systematic differences in endurance across students interact with the exam design to determine the sorting of students to colleges. I discuss the implications of these findings for the use of cognitive assessments for talent selection and investments in interventions that build cognitive endurance. 	
"Microphysically modified magnetosonic modes in collisionless,
  high-$β$ plasmas"	http://arxiv.org/abs/2301.02273v1	2023-01-05T19:19:39Z	2023-01-05T19:19:39Z	  With the support of hybrid-kinetic simulations and analytic theory, we describe the nonlinear behaviour of long-wavelength non-propagating (NP) modes and fast magnetosonic waves in high-$\beta$ collisionless plasmas, with particular attention to their excitation of, and reaction to, kinetic micro-instabilities. The perpendicularly pressure balanced polarization of NP modes produces an excess of perpendicular pressure over parallel pressure in regions where the plasma $\beta$ is increased. For mode amplitudes $\delta B/B_0 \gtrsim 0.3$, this excess excites the mirror instability. Particle scattering off these micro-scale mirrors frustrates the nonlinear saturation of transit-time damping, ensuring that large-amplitude NP modes continue their decay to small amplitudes. At asymptotically large wavelengths, we predict that the mirror-induced scattering will be large enough to interrupt transit-time damping entirely, isotropizing the pressure perturbations and morphing the collisionless NP mode into the magnetohydrodynamic (MHD) entropy mode. In fast waves, a fluctuating pressure anisotropy drives both mirror and firehose instabilities when the wave amplitude satisfies $\delta B/B_0 \gtrsim 2\beta^{-1}$. The induced particle scattering leads to delayed shock formation and MHD-like wave dynamics. Taken alongside prior work on self-interrupting Alfv\'en waves and self-sustaining ion-acoustic waves, our results establish a foundation for new theories of electromagnetic turbulence in low-collisionality, high-$\beta$ plasmas such as the intracluster medium, radiatively inefficient accretion flows, and the near-Earth solar wind. 	
A Gaian Habitable Zone	http://arxiv.org/abs/2301.02150v1	2023-01-05T16:52:18Z	2023-01-05T16:52:18Z	  When searching for inhabited exoplanets, understanding the boundaries of the habitable zone around the parent star is key. If life can strongly influence its global environment, then we would expect the boundaries of the habitable zone to be influenced by the presence of life. Here using a simple abstract model of `tangled-ecology' where life can influence a global parameter, labelled as temperature, we investigate the boundaries of the habitable zone of our model system. As with other models of life-climate interactions, the species act to regulate the temperature. However, the system can also experience `punctuations', where the system's state jumps between different equilibria. Despite this, an ensemble of systems still tends to sustain or even improve conditions for life on average, a feature we call Entropic Gaia. The mechanism behind this is sequential selection with memory which is discussed in detail. With this modelling framework we investigate questions about how Gaia can affect and ultimately extend the habitable zone to what we call the Gaian habitable zone. This generates concrete predictions for the size of the habitable zone around stars, suggests directions for future work on the simulation of exoplanets and provides insight into the Gaian bottleneck hypothesis and the habitability/inhabitance paradox. 	
"Improved in-situ characterization of electrochemical interfaces using
  metasurface-driven surface-enhanced infrared absorption spectroscopy"	http://arxiv.org/abs/2301.01993v1	2023-01-05T10:20:53Z	2023-01-05T10:20:53Z	  Electrocatalysis plays a crucial role in realizing the transition towards green energy, driving research directions from hydrogen generation to carbon dioxide reduction. Understanding electrochemical reactions is crucial to improve their efficiency and to bridge the gap toward a sustainable zero-carbon future. Surface-enhanced infrared absorption spectroscopy (SEIRAS) is a suitable method for investigating these processes because it can monitor with chemical specificity the mechanisms of the reactions. However, it remains difficult to detect many relevant aspects of electrochemical reactions such as short-lived intermediates. Here, we develop and experimentally realize an integrated nanophotonic-electrochemical SEIRAS platform for the in situ investigation of molecular signal traces emerging during electrochemical experiments. Specifically, we implement a platinum nano-slot metasurface featuring strongly enhanced electromagnetic near fields and spectrally target it at the weak vibrational bending mode of adsorbed CO at ~2033 cm-1. Crucially, our platinum nano-slot metasurface provides high molecular sensitivity. The resonances can be tuned over a broad range in the mid-infrared spectrum. Compared to conventional unstructured platinum layers, our nanophotonic-electrochemical platform delivers a substantial improvement of the experimentally detected characteristic absorption signals by a factor of 27, enabling the detection of new species with weak signals, fast conversions, or low surface concentrations. By providing a deeper understanding of catalytic reactions, we anticipate our nanophotonic-electrochemical platform to open exciting perspectives for electrochemical SEIRAS, surface-enhanced Raman spectroscopy, and the study of reactions in other fields of chemistry such as photoelectrocatalysis. 	
"Automatic Classification of Single Tree Decay Stages from Combined ALS
  Data and Aerial Imagery using Machine Learning"	http://arxiv.org/abs/2301.01841v1	2023-01-04T22:20:16Z	2023-01-04T22:20:16Z	  Understanding forest health is of great importance for the conservation of the integrity of forest ecosystems. The monitoring of forest health is, therefore, indispensable for the long-term conservation of forests and their sustainable management. In this regard, evaluating the amount and quality of dead wood is of utmost interest as they are favorable indicators of biodiversity. Apparently, remote sensing-based machine learning techniques have proven to be more efficient and sustainable with unprecedented accuracy in forest inventory. However, the application of these techniques is still in its infancy with respect to dead wood mapping. This study investigates for the first time the automatic classification of individual coniferous trees into five decay stages (live, declining, dead, loose bark, and clean) from combined airborne laser scanning (ALS) point clouds and CIR images using three Machine Learning methods - 3D point cloud-based deep learning (PointNet), Convolutional Neural Network (CNN), and Random Forest (RF). All models achieved promising results, reaching overall accuracy (OA) up to 90.9%, 90.6%, and 80.6% for CNN, RF, and PointNet, respectively. The experimental results reveal that the image-based approach notably outperformed the 3D point cloud-based one, while spectral image texture is of the highest relevance to the success of categorizing tree decay. Our models could therefore be used for automatic determination of single tree decay stages and landscape-wide assessment of dead wood amount and quality using modern airborne remote sensing techniques with machine/deep learning. The proposed method can contribute as an important and rigorous tool for monitoring biodiversity in forest ecosystems. 	
"Using Science Education Gateways to improve undergraduate STEM
  education: The QUBES Platform as a case study"	http://arxiv.org/abs/2301.01760v1	2023-01-04T18:51:15Z	2023-01-04T18:51:15Z	"  The QUBES platform was conceived as a ""science education gateway"" and designed to accelerate innovation in undergraduate STEM education. The technical infrastructure was purpose built to provide more equitable access to professional resources, support learning that reflects authentic science, and promote open education practices. Four platform services (OER Library Access; Professional Learning; Partner Support; and Customizable Workspaces) support overlapping faculty user communities, provide multiple points of entry, and enable manifold use case scenarios. The integrated nature of the platform makes it possible to collect, curate, and disseminate a diverse array of reform resources in a scalable and sustainable manner. We believe that the QUBES platform has the capacity to broaden participation in scholarship around teaching and learning and, furthermore, that it can help to lower faculty barriers to the adoption of reform practices. The role of cyberinfrastructure in undergraduate STEM education is generally underappreciated and warrants further exploration. "	
Building Coverage Estimation with Low-resolution Remote Sensing Imagery	http://arxiv.org/abs/2301.01449v2	2023-01-05T04:39:49Z	2023-01-04T05:19:33Z	  Building coverage statistics provide crucial insights into the urbanization, infrastructure, and poverty level of a region, facilitating efforts towards alleviating poverty, building sustainable cities, and allocating infrastructure investments and public service provision. Global mapping of buildings has been made more efficient with the incorporation of deep learning models into the pipeline. However, these models typically rely on high-resolution satellite imagery which are expensive to collect and infrequently updated. As a result, building coverage data are not updated timely especially in developing regions where the built environment is changing quickly. In this paper, we propose a method for estimating building coverage using only publicly available low-resolution satellite imagery that is more frequently updated. We show that having a multi-node quantile regression layer greatly improves the model's spatial and temporal generalization. Our model achieves a coefficient of determination ($R^2$) as high as 0.968 on predicting building coverage in regions of different levels of development around the world. We demonstrate that the proposed model accurately predicts the building coverage from raw input images and generalizes well to unseen countries and continents, suggesting the possibility of estimating global building coverage using only low-resolution remote sensing data. 	
"Identifying Exoplanets with Deep Learning. V. Improved Light Curve
  Classification for TESS Full Frame Image Observations"	http://arxiv.org/abs/2301.01371v1	2023-01-03T21:58:13Z	2023-01-03T21:58:13Z	  The TESS mission produces a large amount of time series data, only a small fraction of which contain detectable exoplanetary transit signals. Deep learning techniques such as neural networks have proved effective at differentiating promising astrophysical eclipsing candidates from other phenomena such as stellar variability and systematic instrumental effects in an efficient, unbiased and sustainable manner. This paper presents a high quality dataset containing light curves from the Primary Mission and 1st Extended Mission full frame images and periodic signals detected via Box Least Squares (Kov\'acs et al. 2002; Hartman 2012). The dataset was curated using a thorough manual review process then used to train a neural network called Astronet-Triage-v2. On our test set, for transiting/eclipsing events we achieve a 99.6% recall (true positives over all data with positive labels) at a precision of 75.7% (true positives over all predicted positives). Since 90% of our training data is from the Primary Mission, we also test our ability to generalize on held-out 1st Extended Mission data. Here, we find an area under the precision-recall curve of 0.965, a 4% improvement over Astronet-Triage (Yu et al. 2019). On the TESS Object of Interest (TOI) Catalog through April 2022, a shortlist of planets and planet candidates, Astronet-Triage-v2 is able to recover 3577 out of 4140 TOIs, while Astronet-Triage only recovers 3349 targets at an equal level of precision. In other words, upgrading to Astronet-Triage-v2 helps save at least 200 planet candidates from being lost. The new model is currently used for planet candidate triage in the Quick-Look Pipeline (Huang et al. 2020a,b; Kunimoto et al. 2021). 	
"The Competitive Leverage Paradox Effect on Information Systems Life
  Cycle"	http://arxiv.org/abs/2301.10006v1	2023-01-03T19:53:25Z	2023-01-03T19:53:25Z	  The fierce market competition has put pressure on organizations leveraging their value chains. The continuous development in strategic technologies such as Artificial Intelligence (AI) has pushed organizations to continuously acquire new Intelligent Information Systems (IIS) while underutilizing existing ones leading to the competitive leverage paradox. However, research on underutilizing IIS has focused on the social and organizational aspects of the problem, ignoring the flaws in designing and evaluating IIS. One of the overlooked factors is the effective life span of an IIS. This research conducted a systematic literature review to profoundly investigate the determinants of the competitive leverage paradox and its effect on the IIS life cycle. The research studies the IISs from economic and design perspectives. We also explore the design and strategic factors that led to defects in the effective life cycle of IIS. This research calls to consider the economic, and design factors in addressing the underutilization of IIS. The study also presents future research propositions to enhance IIS life cycle and return on investment. 	
On the long-term archiving of research data	http://arxiv.org/abs/2301.01189v1	2023-01-03T16:42:27Z	2023-01-03T16:42:27Z	  Accessing research data at any time is what FAIR (Findable Accessible Interoperable Reusable) data sharing aims to achieve at scale. Yet, we argue that it is not sustainable to keep accumulating and maintaining all datasets for rapid access, considering the monetary and ecological cost of maintaining repositories. Here, we address the issue of cold data storage: when to dispose of data for offline storage, how can this be done while maintaining FAIR principles and who should be responsible for cold archiving and long-term preservation. 	
Energy Efficient Design of Extreme Massive MIMO	http://arxiv.org/abs/2301.01119v2	2023-01-13T03:36:00Z	2023-01-03T14:29:25Z	  Ever since the invention of Bell Laboratories Layer Space-Time (BLAST) in mid 1990s, the focus of MIMO research and development has been largely on pushing the limit of spectral efficiency. While massive MIMO technologies laid the foundation of high throughput in 5G and beyond, energy efficiency of the associated radio system leaves much room for improvement. With the substantial negative implications of climate change looming ever closer, enabling sustainability is of paramount importance for any future technology, and minimizing energy use is a key dimension of achieving sustainability. Thus, every aspect of 6G design, implementation, and operation will be scrutinized to maximize energy efficiency. An analysis of the massive MIMO 5G radio energy consumption at different loads reveals under what specific conditions 6G should outperform 5G, setting qualitative energy efficiency design goals for 6G. Following this, we propose some design principles for the 6G, focusing on novel operational, component technology, and architecture innovations to minimize energy consumption. 	
"Conservation Tools: The Next Generation of Engineering--Biology
  Collaborations"	http://arxiv.org/abs/2301.01103v1	2023-01-03T13:58:31Z	2023-01-03T13:58:31Z	  The recent increase in public and academic interest in preserving biodiversity has led to the growth of the field of conservation technology. This field involves designing and constructing tools that utilize technology to aid in the conservation of wildlife. In this article, we will use case studies to demonstrate the importance of designing conservation tools with human-wildlife interaction in mind and provide a framework for creating successful tools. These case studies include a range of complexities, from simple cat collars to machine learning and game theory methodologies. Our goal is to introduce and inform current and future researchers in the field of conservation technology and provide references for educating the next generation of conservation technologists. Conservation technology not only has the potential to benefit biodiversity but also has broader impacts on fields such as sustainability and environmental protection. By using innovative technologies to address conservation challenges, we can find more effective and efficient solutions to protect and preserve our planet's resources. 	
Modal decomposition of nonlinear interactions in wall turbulence	http://arxiv.org/abs/2301.01078v1	2023-01-03T13:06:35Z	2023-01-03T13:06:35Z	  Coherent structures are found in many different turbulent flows and are known to drive self-sustaining processes in wall turbulence. Identifying the triadic interactions which generate coherent structures can provide insights beyond what is possible in the framework of linearized models. There are infinite possible interactions that may generate a given structure. Thus a method to systematically study those, ranking them in terms of their contribution to the structure of interest, is essential. We here use the resolvent-based extended spectral proper orthogonal decomposition (RESPOD) approach (Karban, U. et al. 2022 Self-similar mechanisms in wall turbulence studied using resolvent analysis. Journal of Fluid Mechanics 969, A36) to rank the triadic interactions which give rise to wall-attached structures in a minimal Couette flow at Reynolds number 400. Our analysis identifies that six triadic interactions dominate the most-energetic wall-attached structure, revealing the capability of the methodology to identify and rank nonlinear interactions responsible for a given coherent structure. The approach can be used to analyse the energy exchange in turbulent flows and may guide the construction of reduced-order models based on the interplay between different flow modes. 	
"Solar Sail Propulsion by 2050: An Enabling Capability for Heliophysics
  Missions"	http://arxiv.org/abs/2301.01297v1	2023-01-03T04:31:55Z	2023-01-03T04:31:55Z	  Solar sails enable missions to observe the solar environment from unique vantage points, such as sustained observations away from the Sun-Earth line; sub-L1 station keeping; high inclination solar orbits; Earth polar-sitting and polar-viewing observatories; fast transit missions to study heliosphere to interstellar medium transition, as well as missions of interest across a broad user community. Recent and planned demonstration missions make this technology ready for use on near-term science missions. 	
Five Common Misconceptions About Privacy-Preserving Internet of Things	http://arxiv.org/abs/2301.00920v1	2023-01-03T01:30:28Z	2023-01-03T01:30:28Z	  Billions of devices in the Internet of Things (IoT) collect sensitive data about people, creating data privacy risks and breach vulnerabilities. Accordingly, data privacy preservation is vital for sustaining the proliferation of IoT services. In particular, privacy-preserving IoT connects devices embedded with sensors and maintains the data privacy of people. However, common misconceptions exist among IoT researchers, service providers, and users about privacy-preserving IoT.   This article refutes five common misconceptions about privacy-preserving IoT concerning data sensing and innovation, regulations, and privacy safeguards. For example, IoT users have a common misconception that no data collection is permitted in data privacy regulations. On the other hand, IoT service providers often think data privacy impedes IoT sensing and innovation. Addressing these misconceptions is essential for making progress in privacy-preserving IoT. This article refutes such common misconceptions using real-world experiments and online survey research. First, the experiments indicate that data privacy should not be perceived as an impediment in IoT but as an opportunity to increase customer retention and trust. Second, privacy-preserving IoT is not exclusively a regulatory problem but also a functional necessity that must be incorporated in the early stages of any IoT design. Third, people do not trust services that lack sufficient privacy measures. Fourth, conventional data security principles do not guarantee data privacy protection, and data privacy can be exposed even if data is securely stored. Fifth, IoT decentralization does not attain absolute privacy preservation. 	
"Sustained heating of the chromosphere and transition region over a
  sunspot light bridge"	http://arxiv.org/abs/2301.00608v1	2023-01-02T11:47:07Z	2023-01-02T11:47:07Z	  Sunspot light bridges (LBs) exhibit a wide range of short-lived phenomena in the chromosphere and transition region. In contrast, we use here data from the Multi-Application Solar Telescope (MAST), the Interface Region Imaging Spectrograph (IRIS), Hinode, the Atmospheric Imaging Assembly (AIA), and the Helioseismic and Magnetic Imager (HMI) to analyze the sustained heating over days in an LB in a regular sunspot. Chromospheric temperatures were retrieved from the the MAST Ca II and IRIS Mg II lines by nonlocal thermodynamic equilibrium inversions. Line widths, Doppler shifts, and intensities were derived from the IRIS lines using Gaussian fits. Coronal temperatures were estimated through the differential emission measure, while the coronal magnetic field was obtained from an extrapolation of the HMI vector field. At the photosphere, the LB exhibits a granular morphology with field strengths of about 400 G and no significant electric currents. The sunspot does not fragment, and the LB remains stable for several days. The chromospheric temperature, IRIS line intensities and widths, and AIA 171 \AA and 211 \AA intensities are all enhanced in the LB with temperatures from 8000 K to 2.5 MK. Photospheric plasma motions remain small, while the chromosphere and transition region indicate predominantly red-shifts of 5-20 km/s with occasional supersonic downflows exceeding 100 km/s. The excess thermal energy over the LB is about 3.2x10^26 erg and matches the radiative losses. It could be supplied by magnetic flux loss of the sunspot (7.5x10^27 erg), kinetic energy from the increase in the LB width (4x10^28 erg), or freefall of mass along the coronal loops (6.3x10^26 ,erg). 	
"Fairness Guaranteed and Auction-based x-haul and Cloud Resource
  Allocation in Multi-tenant O-RANs"	http://arxiv.org/abs/2301.00597v3	2023-03-15T17:00:46Z	2023-01-02T11:03:50Z	  The open-radio access network (O-RAN) embraces cloudification and network function virtualization for base-band function processing by dis-aggregated radio units (RUs), distributed units (DUs), and centralized units (CUs). These enable the cloud-RAN vision in full, where multiple mobile network operators (MNOs) can install their proprietary or open RUs, but lease on-demand computational resources for DU-CU functions from commonly available open-clouds via open x-haul interfaces. In this paper, we propose and compare the performances of min-max fairness and Vickrey-Clarke-Groves (VCG) auction-based x-haul and DU-CU resource allocation mechanisms to create a multi-tenant O-RAN ecosystem that is sustainable for small, medium, and large MNOs. The min-max fair approach minimizes the maximum OPEX of RUs through cost-sharing proportional to their demands, whereas the VCG auction-based approach minimizes the total OPEX for all resources utilized while extracting truthful demands from RUs. We consider time-wavelength division multiplexed (TWDM) passive optical network (PON)-based x-haul interfaces where PON virtualization technique is used to flexibly provide optical connections among RUs and edge-clouds at macro-cell RU locations as well as open-clouds at the central office locations. Moreover, we design efficient heuristics that yield significantly better economic efficiency and network resource utilization than conventional greedy resource allocation algorithms and reinforcement learning-based algorithms. 	
"Simple reactor model of relativistic runaway electron avalanche
  development"	http://arxiv.org/abs/2301.00542v1	2023-01-02T06:51:33Z	2023-01-02T06:51:33Z	  High-energy gamma radiation in the Earth's atmosphere is associated with the bremsstrahlung of Relativistic Runaway Electron Avalanches (RREA) developing in thunderstorm electric fields. In this paper, RREA development is studied in the system of two strong electric-field regions within thunderstorms, which accelerate runaway electrons toward each other. Such a system is called the simple reactor. It is discovered that the propagation of gamma rays and runaway electrons from one region to another leads to positive feedback. This feedback called the reactor feedback can make RREA self-sustaining, thus effectively multiplying high-energy particles inside thunderstorms containing the simple reactor. The spectrum and characteristic time scale of the simple reactor gamma radiation are in agreement with Terrestrial Gamma-ray Flashes (TGFs) data. The applicability of the simple reactor model to TGF is discussed, and the distinguishing observable properties of the simple reactor radiation during TGF and Thunderstorm Ground Enhancement are considered. 	
"Using Neural Networks to Learn the Jet Stream Forced Response from
  Natural Variability"	http://arxiv.org/abs/2301.00496v1	2023-01-02T01:03:58Z	2023-01-02T01:03:58Z	"  Two distinct features of anthropogenic climate change, warming in the tropical upper troposphere and warming at the Arctic surface, have competing effects on the mid-latitude jet stream's latitudinal position, often referred to as a ""tug-of-war"". Studies that investigate the jet's response to these thermal forcings show that it is sensitive to model type, season, initial atmospheric conditions, and the shape and magnitude of the forcing. Much of this past work focuses on studying a simulation's response to external manipulation. In contrast, we explore the potential to train a convolutional neural network (CNN) on internal variability alone and then use it to examine possible nonlinear responses of the jet to tropospheric thermal forcing that more closely resemble anthropogenic climate change. Our approach leverages the idea behind the fluctuation-dissipation theorem, which relates the internal variability of a system to its forced response but so far has been only used to quantify linear responses. We train a CNN on data from a long control run of the CESM dry dynamical core and show that it is able to skillfully predict the nonlinear response of the jet to sustained external forcing. The trained CNN provides a quick method for exploring the jet stream sensitivity to a wide range of tropospheric temperature tendencies and, considering that this method can likely be applied to any model with a long control run, could lend itself useful for early stage experiment design. "	
"Investigating the Dynamics of Social Norm Emergence within Online
  Communities"	http://arxiv.org/abs/2301.00453v1	2023-01-01T18:06:26Z	2023-01-01T18:06:26Z	  Although the effects of the social norm on mitigating misinformation are identified, scant knowledge exists about the patterns of social norm emergence, such as the patterns and variations of social tipping in online communities with diverse characteristics. Accordingly, this study investigates the features of social tipping in online communities and examines the correlations between the tipping features and characteristics of online communities. Taking the side effects of COVID-19 vaccination as the case topic, we first track the patterns of tipping features in 100 online communities, which are detected using Louvain Algorithm from the aggregated communication network on Twitter between May 2020 and April 2021. Then, we use multi-variant linear regression to explore the correlations between tipping features and community characteristics. We find that social tipping in online communities can sustain for two to four months and lead to a 50% increase in populations who accept the normative belief in online communities. The regression indicates that the duration of social tipping is positively related to the community populations and original acceptance of social norms, while the correlation between the tipping duration and the degrees among community members is negative. Additionally, the network modularity and original acceptance of social norms have negative relationships with the extent of social tipping, while the degree and betweenness centrality can have significant positive relationships with the extent of tipping. Our findings shed light on more precise normative interventions on misinformation in digital environments as it offers preliminary evidence about the timing and mechanism of social norm emergence. 	
Deep Learning Technique for Human Parsing: A Survey and Outlook	http://arxiv.org/abs/2301.00394v1	2023-01-01T12:39:57Z	2023-01-01T12:39:57Z	  Human parsing aims to partition humans in image or video into multiple pixel-level semantic parts. In the last decade, it has gained significantly increased interest in the computer vision community and has been utilized in a broad range of practical applications, from security monitoring, to social media, to visual special effects, just to name a few. Although deep learning-based human parsing solutions have made remarkable achievements, many important concepts, existing challenges, and potential research directions are still confusing. In this survey, we comprehensively review three core sub-tasks: single human parsing, multiple human parsing, and video human parsing, by introducing their respective task settings, background concepts, relevant problems and applications, representative literature, and datasets. We also present quantitative performance comparisons of the reviewed methods on benchmark datasets. Additionally, to promote sustainable development of the community, we put forward a transformer-based human parsing framework, providing a high-performance baseline for follow-up research through universal, concise, and extensible solutions. Finally, we point out a set of under-investigated open issues in this field and suggest new directions for future study. We also provide a regularly updated project page, to continuously track recent developments in this fast-advancing field: https://github.com/soeaver/awesome-human-parsing. 	
"Mapping smallholder cashew plantations to inform sustainable tree crop
  expansion in Benin"	http://arxiv.org/abs/2301.00363v2	2023-01-15T18:04:42Z	2023-01-01T07:18:47Z	  Cashews are grown by over 3 million smallholders in more than 40 countries worldwide as a principal source of income. As the third largest cashew producer in Africa, Benin has nearly 200,000 smallholder cashew growers contributing 15% of the country's national export earnings. However, a lack of information on where and how cashew trees grow across the country hinders decision-making that could support increased cashew production and poverty alleviation. By leveraging 2.4-m Planet Basemaps and 0.5-m aerial imagery, newly developed deep learning algorithms, and large-scale ground truth datasets, we successfully produced the first national map of cashew in Benin and characterized the expansion of cashew plantations between 2015 and 2021. In particular, we developed a SpatioTemporal Classification with Attention (STCA) model to map the distribution of cashew plantations, which can fully capture texture information from discriminative time steps during a growing season. We further developed a Clustering Augmented Self-supervised Temporal Classification (CASTC) model to distinguish high-density versus low-density cashew plantations by automatic feature extraction and optimized clustering. Results show that the STCA model has an overall accuracy over 85% and the CASTC model achieved an overall accuracy of 76%. We found that the cashew area in Benin almost doubled from 2015 to 2021 with 60% of new plantation development coming from cropland or fallow land, while encroachment of cashew plantations into protected areas has increased by 55%. Only half of cashew plantations were high-density in 2021, suggesting high potential for intensification. Our study illustrates the power of combining high-resolution remote sensing imagery and state-of-the-art deep learning algorithms to better understand tree crops in the heterogeneous smallholder landscape. 	
"Hot entanglement? -- Parametrically coupled quantum oscillators in two
  heat baths: instability, squeezing and driving"	http://arxiv.org/abs/2301.00256v1	2022-12-31T17:24:28Z	2022-12-31T17:24:28Z	  Entanglement being a foundational cornerstone of quantum sciences and the primary resource in quantum information processing, understanding its dynamical evolution in realistic conditions is essential. Unfortunately, numerous model studies show that degradation of entanglement from a quantum system's environment, especially thermal noise, is almost unavoidable. Thus the appellation `hot entanglement' appears like a contradiction, until Galve et al [Phys. Rev. Lett. \textbf{105} 180501 (2010)] announced that entanglement can be kept at high temperatures if one considers a quantum system with time-dependent coupling between the two parties, each interacting with its individual bath. With the goal of understanding the sustenance of entanglement at high temperatures, working with the same model and set up as Galve et al, namely, parametrically-driven coupled harmonic oscillators interacting with their own Markovian baths, this work probes into the feasibility of `hot entanglement' from three aspects listed in the subtitle. Our findings show that 1) hot entanglement functions only in the unstable regimes, 2) instability is a necessary but not sufficient condition, and 3) the power intake required by the drive operating in the unstable regime to sustain entanglement increases exponentially. The last factor indicates that hot entanglement under this modeling is theoretically untenable and its actual implementation likely unattainable. 	
"Ameliorating transport system focusing on sustainability and
  inclusiveness through a mixed-method research (A case study in Tehran, Iran)"	http://arxiv.org/abs/2301.07504v1	2022-12-31T03:33:22Z	2022-12-31T03:33:22Z	  Numerous studies have examined issues such as sustainable transport and urban inclusion; yet there is a gap about disadvantaged people and the hindrances they encounter in terms of public transportation. This study assesses sustainability of transport system in the context of district 8 of Tehran, Iran, focusing on needs of disadvantaged groups, and giving suggestions to ameliorate the condition of transport planning using a mixed method research consist of face-to-face focus groups with elderlies, children, women and disabled people, questionnaire, map analysis (network analysis using ArcGIS) and key informant interview. The results reveal that there are various burdens for disadvantaged people including lack of enthusiasm toward active modes of transport because of safety problems, cost-ineffectiveness and inefficacy of public transportation for some disabled individuals. The recommendations for the area regarding the problems are dividing the district into smaller sub-districts, designing a complete street and location allocation of a park and ride system. 	
"A Mapping of Assurance Techniques for Learning Enabled Autonomous
  Systems to the Systems Engineering Lifecycle"	http://arxiv.org/abs/2301.00057v1	2022-12-30T21:44:23Z	2022-12-30T21:44:23Z	  Learning enabled autonomous systems provide increased capabilities compared to traditional systems. However, the complexity of and probabilistic nature in the underlying methods enabling such capabilities present challenges for current systems engineering processes for assurance, and test, evaluation, verification, and validation (TEVV). This paper provides a preliminary attempt to map recently developed technical approaches in the assurance and TEVV of learning enabled autonomous systems (LEAS) literature to a traditional systems engineering v-model. This mapping categorizes such techniques into three main approaches: development, acquisition, and sustainment. We review the latest techniques to develop safe, reliable, and resilient learning enabled autonomous systems, without recommending radical and impractical changes to existing systems engineering processes. By performing this mapping, we seek to assist acquisition professionals by (i) informing comprehensive test and evaluation planning, and (ii) objectively communicating risk to leaders. 	
"Detection of Malfunctioning Modules in Photovoltaic Power Plants using
  Unsupervised Feature Clustering Segmentation Algorithm"	http://arxiv.org/abs/2212.14653v1	2022-12-30T12:30:38Z	2022-12-30T12:30:38Z	  The energy transition towards photovoltaic solar energy has evolved to be a viable and sustainable source for the generation of electricity. It has effectively emerged as an alternative to the conventional mode of electricity generation for developing countries to meet their energy requirement. Thus, many solar power plants have been set up across the globe. However, in these large-scale or remote solar power plants, monitoring and maintenance persist as challenging tasks, mainly identifying faulty or malfunctioning cells in photovoltaic (PV) panels. In this paper, we use an unsupervised deep-learning image segmentation model for the detection of internal faults such as hot spots and snail trails in PV panels. Generally, training or ground truth labels are not available for large solar power plants, thus the proposed model is highly recommended as it does not require any prior learning or training. It extracts the features from the input image and segments out the faults in the image. Here we use infrared thermal images of the PV panel as input, passed to a convolutional neural network which assigns cluster labels to the pixels. Further, optimize the pixel labels, features and model parameters using backpropagation based on iterative stochastic gradient descent. Then, we compute similarity loss and spatial continuity loss to assign the same label to the pixel with similar features and spatial continuity to reduce noises in the image segmentation process. The effectiveness of the proposed approach was examined on an online available dataset for the recognition of snail trails and hot spot failures in monocrystalline solar panels. 	
"The emergence and growth of the flux transport dynamo model of the
  sunspot cycle"	http://arxiv.org/abs/2212.14617v1	2022-12-30T10:11:27Z	2022-12-30T10:11:27Z	  The sunspot cycle is the magnetic cycle of the Sun produced by the dynamo process. A central idea of the solar dynamo is that the toroidal and the poloidal magnetic fields of the Sun sustain each other. We discuss the relevant observational data both for sunspots (which are manifestations of the toroidal field) and for the poloidal field of the Sun. We point out how the differential rotation of the Sun stretches out the poloidal field to produce the toroidal field primarily at the bottom of the convection zone, from where parts of this toroidal field may rise due to magnetic buoyancy to produce sunspots. In the flux transport dynamo model, the decay of tilted bipolar sunspot pairs gives rise to the poloidal field by the Babcock--Leighton mechanism. In this type of model, the meridional circulation of the Sun, which is poleward at the solar surface and equatorward at the bottom of the convection zone, plays a crucial role in the transport of magnetic fluxes. We finally point out that various stochastic fluctuations associated with the dynamo process may play a key role in producing the irregularities of the sunspot cycle. 	
