id,CleanContent
510,maintaining roadway infrastructure one essential factors enabling safe economic sustainable transportation system manual roadway damage data collection laborious unsafe humans perform area poised benefit rapid advance diffusion artificial intelligence technologies specifically deep learning advancements enable detection road damages automatically collected road images work proposes collect label road damage data using google street view use yolov look version together coordinate attention related accuracy finetuning techniques label smoothing ensemble method train deep learning models automatic road damage detection classification proposed approaches applied crowdsensingbased road damage detection challenge crddc ieee bigdata results show data collection google street view efficient proposed deep learning approach results f scores road damage data collected united states using google street view test images dataset
514,numerous research recently proposed integrating federated learning fl address privacy concerns using machine learning privacysensitive firms however standards available frameworks longer sustain rapid advancement hinder integration fl solutions prominent advancing field paper propose modularfed researchfocused framework addresses complexity fl implementations lack adaptability extendability available frameworks provide comprehensive architecture assists fl approaches welldefined protocols cover three dominant fl paradigms adaptable workflow datasets distribution thirdparty application support within architecture protocols blueprints strictly define frameworks components design contribute flexibility strengthen infrastructure protocols aim enable modularity fl supporting thirdparty plugandplay architecture dynamic simulators coupled major builtin data distributors field additionally framework support wrapping multiple approaches single environment enable consistent replication fl issues clients deficiency data distribution network latency entails fair comparison techniques outlying fl technologies evaluation examine applicability framework addressing three major fl domains including statistical distribution modularbased approaches resource monitoring client selection
523,today ongoing transition sustainable transportation essential part transition switch combustion engine vehicles battery electric vehicles bevs bevs many advantages sustainability perspective issues limited driving range long recharge times slow transition combustion engines one way mitigate issues performing battery thermal preconditioning increases energy efficiency battery however optimally perform battery thermal preconditioning vehicle usage pattern needs known ie vehicle used study attempts predict departure time distance first drive day using different online machine learning models online machine learning models trained evaluated historical driving data collected fleet bevs covid pandemic additionally prediction models extended quantify uncertainty predictions used guidance whether prediction used dismissed show bestperforming prediction models yield aggregated mean absolute error hours predicting departure time km predicting trip distance
539,metaverse expected emerge new paradigm nextgeneration internet providing fully immersive personalised experiences socialize work play selfsustaining hyperspatiotemporal virtual worlds advancements different technologies like augmented reality virtual reality extended reality xr artificial intelligence ai gg communication key enablers behind realization aixr metaverse applications ai many potential applications aforementioned technologies eg avatar generation network optimization etc ensuring security ai critical applications like aixr metaverse applications profoundly crucial avoid undesirable actions could undermine users privacy safety consequently putting lives danger end attempt analyze security privacy trustworthiness aspects associated use various ai techniques aixr metaverse applications specifically discuss numerous challenges present taxonomy potential solutions could leveraged develop secure private robust trustworthy aixr applications highlight real implications aiassociated adversarial threats designed metaversespecific case study analyzed adversarial lens finally elaborate upon various open issues require research interest community
547,web artificial intelligence technologies especially semantic web knowledge graph kg recently raised significant attention educational scenarios nevertheless subjectspecific kgs k education still lack sufficiency sustainability knowledge data perspectives tackle issues propose edukg heterogeneous sustainable k educational knowledge graph first design interdisciplinary finegrained ontology uniformly modeling knowledge resource k education define classes object properties datatype properties total guided ontology propose flexible methodology interactively extracting factual knowledge textbooks furthermore establish general mechanism based proposed generalized entity linking system edukgs sustainable maintenance dynamically index numerous heterogeneous resources data knowledge topics edukg evaluate edukg illustrate sufficiency richness variability publish edukg million entities billion triplets code data repository available httpsgithubcomthukegedukg
554,properties electrons matter fundamental importance give rise virtually molecular material properties determine physics play objects ranging semiconductor devices interior giant gas planets modeling simulation diverse applications rely primarily density functional theory dft become principal method predicting electronic structure matter dft calculations proven useful point recognized nobel prize computational scaling limits small systems developed machine learning framework predicting electronic structure length scale shows three orders magnitude speedup systems dft tractable importantly enables predictions scales dft calculations infeasible work demonstrates machine learning circumvents longstanding computational bottleneck advances science frontiers intractable current solutions unprecedented modeling capability opens inexhaustible range applications astrophysics novel materials discovery energy solutions sustainable future
562,transitioning fossil fuels renewable energy sources critical global challenge demands advances levels materials devices systems efficient harvesting storage conversion management renewable energy researchers globally begun incorporating machine learning ml techniques aim accelerating advances ml technologies leverage statistical trends data build models prediction material properties generation candidate structures optimization processes among uses result incorporated discovery development pipelines accelerate progress review recent advances mldriven energy research outline current future challenges describe required moving forward best lever ml techniques start give overview key ml concepts introduce set key performance indicators help compare benefits different mlaccelerated workflows energy research discuss evaluate latest advances applying ml development energy harvesting photovoltaics storage batteries conversion electrocatalysis management smart grids finally offer outlook potential research areas energy field stand benefit application ml
564,artificial intelligence ai revolutionizing many areas lives leading new era technological advancement particularly transportation sector would benefit progress ai advance development intelligent transportation systems building intelligent transportation systems requires intricate combination artificial intelligence mobility analysis past years seen rapid development transportation applications using advanced deep neural networks however deep neural networks difficult interpret lack robustness slows deployment aipowered algorithms practice improve usability increasing research efforts devoted developing interpretable robust machine learning methods among causal inference approach recently gained traction provides interpretable actionable information moreover methods developed image sequential data satisfy specific requirements mobility data analysis vision paper emphasizes research challenges deep learningbased mobility analysis require interpretability robustness summarizes recent developments using causal inference improving interpretability robustness machine learning methods highlights opportunities developing causallyenabled machine learning models tailored mobility analysis research direction make ai transportation sector interpretable reliable thus contributing safer efficient sustainable future transportation systems
582,examine computational energy requirements different systems driven geometrical scaling law increasing use artificial intelligence machine learning aiml last decade scientific technology applications based datadriven discovery machine learning methods especially deep neural networks become widely used order enable applications hardware accelerators advanced aiml methods led introduction new architectures system designs algorithms software analysis energy trends indicates three important observations energy efficiency due geometrical scaling slowing energy efficiency bitlevel translate efficiency instructionlevel systemlevel variety systems especially largescale aiml accelerators supercomputers application level generalpurpose aiml methods computationally energy intensive offsetting gains energy geometrical scaling special purpose accelerators analysis provides specific pointers integrating energy efficiency performance analysis enabling highperformance sustainable computing future
583,location based services already popular end users inevitably becoming part new wireless infrastructures emerging business processes increasingly popular deep learning dl artificial intelligence methods perform well wireless fingerprinting localization based extensive indoor radio measurement data however increasing complexity methods become computationally intensive energy hungry training subsequent operation considering mobile users estimated exceed billion end assuming networks serving users need perform one localization per user per hour average machine learning models used calculation would need perform times predictions per year add equation tens billions connected devices applications rely heavily frequent location updates becomes apparent localization contribute significantly carbon emissions unless energyefficient models developed used chapter discuss latest results trends wireless localization look paths towards achieving sustainable ai elaborate methodology computing dl model complexity energy consumption carbon footprint show concrete example develop resourceaware model fingerprinting finally compare relevant works terms complexity training co footprint
602,recently trend shifting execution deep learning inference tasks toward edge network closer user reduce latency preserve data privacy time growing interest devoted energetic sustainability machine learning intersection trends hence find energetic characterization machine learning edge attracting increasing attention unfortunately calculating energy consumption given neural network inference complicated heterogeneity possible underlying hardware implementation work hence aim profiling energetic consumption inference tasks modern edge nodes deriving simple realistic models end performed large number experiments collect energy consumption convolutional fully connected layers two wellknown edge boards nvidia namely jetson tx xavier measurements distilled simple practical model provide estimate energy consumption certain inference task considered boards believe model used many contexts instance guide search efficient architectures neural architecture search heuristic neural network pruning find energyefficient offloading strategies split computing context simply evaluate energetic performance deep neural network architectures
603,renewable energies gained attention recent years since offer clean sustainable energy one major sustainable development goals sdg set united nations un achieve affordable clean energy everyone among worlds renewable resources solar energy considered abundant certainly fulfill target sdgs solar energy converted electrical energy photovoltaic pv panels greenhouse gas emissions however power generated pv panels highly dependent solar radiation received particular location given time period therefore challenging forecast amount pv output power predicting output power pv systems essential since several public private institutes generate green energy need maintain balance demand supply research aims forecast pv system output power based weather derived features using different machine learning models objective obtain bestfitting model precisely predict output power inspecting data moreover different performance metrics used compare evaluate accuracy different machine learning models random forest xgboost knn etc
606,paper addresses dire need platform efficiently provides framework running reinforcement learning rl experiments propose cairl environment toolkit efficient compatible sustainable alternative training learning agents propose methods develop efficient environment simulations increasing focus developing sustainable artificial intelligence however little effort made improve efficiency running environment simulations popular development toolkit reinforcement learning openai gym built using python powerful slow programming language propose toolkit written c flexibility level works orders magnitude faster make pythons inefficiency would drastically cut climate emissions cairl also presents first reinforcement learning toolkit builtin jvm flash support running legacy flash games reinforcement learning research demonstrate effectiveness cairl classic control benchmark comparing execution speed openai gym furthermore illustrate cairl act dropin replacement openai gym leverage significantly faster training speeds reduced environment computation time
610,rapid advances artificial intelligence ai last decade largely built upon wide applications deep learning dl however high carbon footprint yielded larger larger dl networks becomes concern sustainability furthermore dl decision mechanism somewhat obsecure verified test data green learning gl proposed alternative paradigm address concerns gl characterized low carbon footprints small model sizes low computational complexity logical transparency offers energyeffective solutions cloud centers well mobileedge devices gl also provides clear logical decisionmaking process gain peoples trust several statistical tools developed achieve goal recent years include subspace approximation unsupervised supervised representation learning supervised discriminant feature selection feature space partitioning seen successful gl examples performance comparable stateoftheart dl solutions paper offers introduction gl demonstrated applications future outlook
612,notion smart cities adapted globally provide better quality living smart citys smart mobility component focuses providing smooth safe commuting residents promotes ecofriendly sustainable alternatives public transit bus among several smart applications system provides uptotheminute information like bus arrival travel duration schedule etc improves reliability public transit services still application needs live information traffic flow accidents events location buses cities lack infrastructure provide data context bus arrival prediction model proposed forecasting arrival time using limited data sets location data public transit buses spatial characteristics used study one routes tumakuru city service tumakuru india selected divided two spatial patterns sections intersections sections without intersections machine learning model xgboost modeled spatial patterns individually model dynamically predict bus arrival time developed using preceding trip information machine learning model estimate arrival time downstream bus stop performance models compared based rsquared values predictions made proposed model established superior results suggested predict bus arrival study area proposed model also extended similar cities limited trafficrelated infrastructure
613,web today whether prefer call web web web even metaverse critical stage evolution challenge largely centered around crisis identity like teenagers assess properly reason seem ready take responsibility actions constantly blaming system trying get away truly realize benefits innovation technology crisis resolved tactical solutions developments enhance sustainability web benefits significant strides made evolution digital services enabled technology regulation sheer pace societal change journey decentralized web mirroring convergence physical digital worlds across economies increasingly embracing digital native world technology provided foundational platform individuals entities create manage wealth potentially without need big institutions ironically despite advancements still facing unprecedented increasing wealth gap clearly system broken around edges core democratic underpinning society whitepaper propose artificial intelligence blockchain used generate new class identity direct human computer interaction demonstrate combined new perspectives sustaining community governance embedded within use blockchain technology underpin sustainable solution protect identity authorship privacy time contributing restore trust amongst members future decentralized nation hence contribute solving web significant identity crisis
617,surrogate modeling brought revolution computation branches science engineering backed artificial intelligence surrogate model present highly accurate results significant reduction computation time computer simulation actual models surrogate modeling techniques found use numerous branches science engineering energy system modeling one since idea hybrid sustainable energy systems spreading rapidly modern world paradigm smart energy shift researchers exploring future application artificial intelligencebased surrogate modeling analyzing optimizing hybrid energy systems one promising technologies assessing applicability energy system digital twin leverage surrogate modeling work presents comprehensive frameworkreview artificial intelligencedriven surrogate modeling applications focus digital twin framework energy systems role machine learning artificial intelligence constructing effective surrogate model explained different surrogate models developed different sustainable energy sources presented finally digital twin surrogate models associated uncertainties described
618,smart energy performance monitoring optimisation supplier consumer levels essential realising smart cities order implement sustainable energy management plan crucial conduct better energy forecast nextgeneration smart meters also used measure record report energy consumption data used train machine learning ml models predicting energy needs however sharing finegrained energy data performing centralised learning may compromise users privacy leave vulnerable several attacks study addresses issue utilising federated learning fl emerging technique performs ml model training user level data resides introduce fedtrees new lightweight fl framework benefits outstanding features ensemble learning furthermore developed deltabased early stopping algorithm monitor fl training stop need continue simulation results demonstrate fedtrees outperforms popular federated averaging fedavg framework baseline persistence model providing accurate energy forecasting patterns taking computation time communication rounds compared fedavg saving considerable amounts computation communication resources
639,recent global growth interest smart cities led trillions dollars investment toward research development connected cities potential create symbiosis technology society revolutionize cost living safety ecological sustainability quality life societies worldwide scale key components smart city construct connected smart grids selfdriving cars federated learning systems smart utilities largescale public transit proactive surveillance systems exciting prospect technologies subsequent integration attempted without addressing potential societal impacts high degree automation data sharing additionally feasibility coordinating many disparate tasks require fast extensible unifying framework end propose faro completely reimagined successor faro built ground faro affords functionality predecessor serving unified biometric api harness allows seamless evaluation deployment simple pipeline creation heterogeneous biometric software faro additionally provides fully declarative capability defining coordinating custom machine learning sensor pipelines allowing distribution processes across otherwise incompatible hardware networks faro ultimately provides way quickly configure hotswap expand large coordinated federated systems online without interruptions maintenance much data collected smart city contains personally identifying information pii faro also provides builtin tools layers ensure secure encrypted streaming storage access pii data across distributed systems
640,recent developments artificial intelligence increase capability creation arts largely autonomous collaborative contexts contexts ai aims imitate combine extend existing artistic styles transform creative practices ongoing research investigate creativeai sustainability ethical perspectives two main focus areas understanding environmental sustainability aspects material practices context artistic processes involve creativeai ethical issues related gets involved creation process power authorship ownership paper provides outline ongoing research two directions present interdisciplinary approach combines interviews workshops online ethnography energy measurements address research questions creativeai currently used artist communities future applications artists imagine ai applied creating art might impact economy environment answers questions guide requirements intellectual property regimes creativeai
665,organizations rely machine learning engineers mles operationalize ml ie deploy maintain ml pipelines production process operationalizing ml mlops consists continual loop data collection labeling ii experimentation improve ml performance iii evaluation throughout multistaged deployment process iv monitoring performance drops production considered together responsibilities seem staggering anyone mlops unaddressed challenges implications tool builders conducted semistructured ethnographic interviews mles working across many applications including chatbots autonomous vehicles finance interviews expose three variables govern success production ml deployment velocity validation versioning summarize common practices successful ml experimentation deployment sustaining production performance finally discuss interviewees pain points antipatterns implications tool design
667,sustainable software engineering received lot attention recent times witness evergrowing slice energy use example data centers software systems utilize underlying infrastructure characterizing servers energy use accurately without intrusive therefore important make sustainable software deployment choices paper introduce esave machine learningbased approach leverages small set hardware attributes characterize server virtual machines energy usage across different levels utilization based upon extensive exploration multiple ml approaches focus minimal set required attributes showcasing good accuracy early validations show esave around average prediction error despite nonintrusive
672,exponential growth human population vital conserve natural resources without compromising producing enough food feed everyone improve peoples livelihoods health ecosystems present future generations sustainable development paradigm united nations rooted food crop livestock forest population even emission gases understanding overall usage natural resources different countries past possible forecast demand country proposed solution consists implementing machine learning system using statistical regression model predict top k products would endure shortage country specific period future prediction performance terms absolute error root mean square error show promising results due low errors solution could help organizations manufacturers understand productivity sustainability needed satisfy global demand
712,density one commonly measured estimated materials properties especially glasses melts significant interest many fields including metallurgy geology materials science sustainable cements two types machine learning ml models ie random forest rf artificial neural network ann developed predict roomtemperature density glasses compositional space caomgoalosiotiofeofeonaokomno cmastfnkm based data points mined literature studies results show rf ann models give accurate predictions glass density r values rmse mape gcm respectively testing set accurate compared empirical density models based ionic packing ratio r values rmse mape gcm respectively furthermore glass density shown reliable reactivity indicator range caoalosio cas volcanic glasses due strong correlation r values average metaloxygen dissociation energy structural descriptor glasses analysis predicted densitycomposition relationships models selected compositional subspaces suggests ann model exhibits certain level transferability ie ability extrapolate compositional space less covered database captures known features including mixed alkaline earth effects caomgoalosio glasses
734,recent technological economic developments transformed healthcare sector towards personalized iotbased healthcare services services realized control monitoring applications typically developed using artificial intelligencemachine learningbased algorithms play significant role highlighting efficiency traditional healthcare systems current personalized healthcare services dedicated specific environment support technological personalization however unable consider different interrelated health conditions leading inappropriate diagnoses affecting sustainability longterm health patients end current healthcare technology evolved supersede previous healthcare technologies goal healthcare achieve autonomous healthcare service takes account interdependent effect different health conditions patient paper conducts comprehensive survey personalized healthcare services particular first present overview key requirements comprehensive personalized healthcare services modern healthcare internet things hiot including definition personalization example use case scenario representative modern hiot second explored fundamental threelayer architecture iotbased healthcare systems using ai nonaibased approaches considering key requirements cphs followed strengths weaknesses frame personalized healthcare services third highlighted different security threats layer iot architecture along possible ai nonaibased solutions finally propose methodology develop reliable resilient personalized healthcare services address identified weaknesses existing approaches
756,since facebook renamed meta lot attention debate exploration intensified metaverse works possible ways exploit anticipated metaverse continuum rapidly emerging technologies usecases capabilities experiences make next evolution internet several researchers already surveyed literature artificial intelligence ai wireless communications realizing metaverse however due rapid emergence continuous evolution technologies need comprehensive indepth survey role ai g nexus realizing immersive experiences metaverse therefore survey first introduce background ongoing progress augmented reality ar virtual reality vr mixed reality mr spatial computing followed technical aspects ai g survey role ai metaverse reviewing stateoftheart deep learning computer vision edge ai extract requirements g metaverse next investigate promising services bgg towards metaverse followed identifying role ai g networks g networks ai support metaverse applications need sustainability metaverse finally enlist existing potential applications usecases projects highlight importance progress metaverse moreover order provide potential research directions researchers underline challenges research gaps lessons learned identified literature review aforementioned technologies
757,proof work pow representative consensus protocol blockchain consumes enormous amounts computation energy determine bookkeeping rights among miners achieve practical purposes address drawback pow propose novel energyrecycling consensus mechanism named platformfree proof federated learning pfpofl leverages computing power originally wasted solving hard meaningless pow puzzles conduct practical federated learning fl tasks nevertheless potential security threats efficiency concerns may occur due untrusted environment miners selfinterested features paper devising novel block structure new transaction types creditbased incentives pfpofl allows efficient artificial intelligence ai task outsourcing federated mining model evaluation reward distribution fully decentralized manner resisting spoofing sybil attacks besides pfpofl equips userlevel differential privacy mechanism miners prevent implicit privacy leakage training fl models furthermore considering dynamic miner characteristics eg training samples noniid degree network delay diverse fl tasks federation formation gamebased mechanism presented distributively form optimized disjoint miner partition structure nashstable convergence extensive simulations validate efficiency effectiveness pfpofl
772,decentralized household energy system comprised various devices home appliances electric vehicles solar panels endusers able dig deeper systems details achieve energy sustainability presented data electric energy consumption production granularity device however many databases field siloed domains including solely information pertaining energy may result loss information eg weather devices energy use meanwhile large number datasets extensively used computational modeling techniques machine learning models computational approaches achieve great accuracy performance concentrating local view datasets model reliability guaranteed since models vulnerable data input fluctuations information omission taken account article tackles data isolation issue field smart energy systems examining semantic web methods top household energy system offer ontologybased approach managing decentralized data devicelevel resolution system consequence scope data associated device may easily expanded interoperable manner throughout web additional information weather obtained web provided data organized according wc standards
776,scale major driving force improving machine learning performance understanding scaling laws essential strategic planning sustainable model quality performance growth longterm resource planning developing efficient system infrastructures support largescale models paper study empirical scaling laws dlrm style recommendation models particular clickthrough rate ctr observe model quality scales power law plus constant model size data size amount compute used training characterize scaling efficiency along three different resource dimensions namely data parameters compute comparing different scaling schemes along axes show parameter scaling steam model architecture study higherperforming model architecture emerges data scaling path forward key research questions addressed study include recommendation model scale sustainably predicted scaling laws far scaling law predictions limits scaling implications scaling laws longterm hardwaresystem development
805,immersive analytics potential promote collaboration machine learning ml desired due specific characteristics ml modeling practice namely complexity ml interdisciplinary approach industry need ml interpretability work introduce augmented realitybased system collaborative immersive analytics designed support ml modeling interdisciplinary teams conduct user study examine collaboration unfolds users different professional backgrounds levels ml knowledge interact solving different ml tasks specifically use pair analytics methodology performance assessments assess collaboration explore interactions system based provide qualitative quantitative results teamwork taskwork collaboration results show system elicits sustained collaboration measured along six distinct dimensions finally make recommendations immersive systems designed elicit sustained collaboration ml modeling
811,acceleration urbanisation posing great challenges sustainable development growing accessibility big data artificial intelligence ai technologies revolutionised many fields offered great potential addressing pressing urban problems however using technologies without explicitly considering responsibilities would bring new societal environmental issues fully harness potential big data ai without creating new problems envisage conceptual framework responsible urban intelligence rui advocate agenda action first define rui consisting three major components including urban problems enabling technologies responsibilities introduce transparency fairness ecofriendliness three dimensions responsibilities naturally link human space time dimensions cities develop fourstage implementation framework responsibilities consisting solution design data preparation model building practical application finally present research agenda rui addressing challenging issues including data model transparency tension performance fairness solving urban problems ecofriendly manner
815,recent cyber attacks credential theft emerged one primary vectors gaining entry system attackers foothold system use various techniques including token manipulation elevate privileges access protected resources makes authentication token based authorization critical component secure resilient cyber system paper discuss design considerations secure resilient authentication authorization framework capable selfadapting based risk scores trust profiles compare design existing standards oauth openid connect saml study popular threat models stride pasta summarize resilience proposed architecture common relevant threat vectors call framework resilient risk based adaptive authentication authorization radaa proposed framework excessively increases cost adversary launch sustain cyber attack provides muchneeded strength critical infrastructure also discuss machine learning ml approach adaptive engine accurately classify transactions arrive risk scores
816,ensemble learning gained success machine learning major advantages learning methods bagging prominent ensemble learning method creates subgroups data known bags trained individual machine learning methods decision trees random forest prominent example bagging additional features learning process evolutionary algorithms prominent optimisation problems also used machine learning evolutionary algorithms gradientfree methods work population candidate solutions maintain diversity creating new solutions conventional bagged ensemble learning bags created content terms training examples fixed learning process paper propose evolutionary bagged ensemble learning utilise evolutionary algorithms evolve content bags order iteratively enhance ensemble providing diversity bags results show evolutionary ensemble bagging method outperforms conventional ensemble methods bagging random forests several benchmark datasets certain constraints find evolutionary bagging inherently sustain diverse set bags without reduction performance accuracy
817,maintaining farm sustainability optimizing agricultural management practices helps build planetfriendly environment emerging satellite missions acquire multi hyperspectral imagery captures detailed spectral information concerning scanned area hence allows us benefit subtle spectral features analysis process agricultural applications introduce approach extracting cultivated land maps sentinel multispectral image series benefits compact graph convolutional neural network experiments indicate models outperform classical deep machine learning techniques delivering higherquality segmentation maps also dramatically reduce memory footprint compared unets almost k trainable parameters models parameters unets memory frugality pivotal missions allow us uplink model aipowered satellite orbit sending large nets impossible due time constraints
820,aggregate ability child care providers meet local demand child care linked employment rates many sectors economy amid growing concern regarding child care provider sustainability due covid pandemic state local governments received large amounts new funding better support provider stability response new funding aimed bolstering child care market florida study devised exploratory investigation features child care providers lead business longevity study used optimal survival trees machine learning technique designed better understand providers expected remain operational longer periods time supporting stabilization child care market treebased survival analysis detects describes complex interactions provider characteristics lead differences expected business survival rates results show small providers religiously affiliated providers serving children floridas universal prekindergarten program andor children using child care subsidy likely longest expected survival rates
831,computers today arent confined laptops desktops mobile gadgets like mobile phones laptops also make use however one input device hasnt changed last years qwerty keyboard users virtual keyboards type surface keyboard thanks sensor technology artificial intelligence research use idea image processing create application seeing computer keyboard using novel framework detect hand gestures precise accuracy also sustainable financially viable camera used capture keyboard images finger movements subsequently acts virtual keyboard addition visible virtual mouse accepts finger coordinates input also described study system direct benefit reducing peripheral cost reducing electronics waste generated due external devices providing accessibility people use traditional keyboard mouse
836,crownofthorn starfish cots outbreaks major cause coral loss great barrier reef gbr substantial surveillance control programs ongoing manage cots populations ecologically sustainable levels paper present comprehensive realtime machine learningbased underwater data collection curation system edge devices cots monitoring particular leverage power deep learningbased object detection techniques propose resourceefficient cots detector performs detection inferences edge device assist marine experts cots identification data collection phase preliminary results show several strategies improving computational efficiency eg batchwise processing frame skipping model input size combined run proposed detection model edge hardware low resource consumption low information loss
848,management people longterm chronic illness one biggest challenges national health systems fact diseases among leading causes hospitalization especially elderly huge amount resources required monitor leads problems sustainability healthcare systems increasing diffusion portable devices new connectivity technologies allows implementation telemonitoring system capable providing support health care providers lighten burden hospitals clinics paper present implementation telemonitoring platform healthcare designed capture several types physiological health parameters different consumer mobile custom devices consumer medical devices integrated platform via google fit ecosystem supports hundreds devices custom devices directly interact platform standard communication protocols platform designed process acquired data using machine learning algorithms provide patients physicians physiological health parameters userfriendly comprehensive easy understand dashboard monitors parameters time preliminary usability tests show good user satisfaction terms functionality usefulness
852,training machine learning models massive datasets incurs substantial computational costs alleviate costs sustained effort develop dataefficient training methods carefully select subsets training examples generalize par full training data however existing methods limited providing theoretical guarantees quality models trained extracted subsets may perform poorly practice propose adacore method leverages geometry data extract subsets training examples efficient machine learning key idea behind method dynamically approximate curvature loss function via exponentiallyaveraged estimate hessian select weighted subsets coresets provide close approximation full gradient preconditioned hessian prove rigorous guarantees convergence various first secondorder methods applied subsets chosen adacore extensive experiments show adacore extracts coresets higher quality compared baselines speeds training convex nonconvex machine learning models logistic regression neural networks x full data x random subsets
872,optimizing production yield limiting negative environmental impact sustainable agriculture benefits greatly realtime onthespot analysis soil low cost colorimetric paper sensors ideal candidates cheap rapid chemical spot testing however field application requires previously unattained paper sensor reliability automated readout analysis means integrated mobile communication artificial intelligence cloud computing technologies report mobile chemical analysis system based colorimetric paper sensors operates tropical field conditions mapping topsoil ph field area hectares benchmarked mobile system precision agriculture standards following protocol reference analysis compound soil samples compared routine lab analysis mobile soil analysis system correctly classified soil ph cases reducing analysis turnaround time days minutes moreover performing onthespot analyses individual compound subsamples field achieved fold increase spatial resolution reveals phvariations detectable compound mapping mode mobile system extended perform multiparameter chemical tests soil nutrients applications environmental monitoring marginal manufacturing cost
884,powered advances deep learning dl techniques machine learning artificial intelligence achieved astonishing successes however rapidly growing needs dl also led communication resourceintensive distributed training jobs largescale dl training typically deployed gpu clusters sustain everincreasing demand dl training socalled ringallreduce rar technologies recently emerged favorable computing architecture efficiently process network communication computation load gpu clusters salient feature rar removes need dedicated parameter servers thus alleviating potential communication bottleneck however multiple rarbased dl training jobs deployed gpu clusters communication bottlenecks could still occur due contentions dl training jobs far remains lack theoretical understanding design contentionaware resource scheduling algorithms rarbased dl training jobs motivates us fill gap work main contributions threefold develop new analytical model characterizes communication overhead related worker distribution job communication contention related colocation different jobs ii based proposed analytical model formulate problem nonconvex integer program minimize makespan rarbased dl training jobs address unique structure problem amenable optimization algorithm design reformulate problem integer linear program enables provable approximation algorithm design called sjfbco smallest job first balanced contention overhead iii conduct extensive experiments show superiority sjfbco existing schedulers
886,twoparty machine learning prediction services clients goal query remote servers trained machine learning model perform neural network inference application domain however sensitive information obtained process either client server leading potential collection unauthorized secondary use inappropriate access personal information security concerns given rise private inference pi clients personal data servers trained model kept confidential stateoftheart pi protocols consist preprocessing offline phase online phase combine several cryptographic primitives homomorphic encryption secret sharing ss garbled circuits gc oblivious transfer ot despite need recent performance improvements pi remains largely arcane today slow practical use paper addresses pis shortcomings detailed characterization standard highperformance protocol build foundational knowledge intuition systems community characterization pinpoints sources inefficiency compute communication storage contrast prior work consider inference request arrival rates rather studying individual inferences isolation find preprocessing phase ignored often incurred online insufficient downtime hide precompute latency finally leverage insights characterization propose three optimizations address storage clientgarbler computation layerparallel communication wireless slot allocation overheads compared stateoftheart pi protocol optimizations provide total pi speedup times ability sustain inference requests times greater rate
900,nuclear fusion represents one best alternatives sustainable source clean energy tokamaks allow confine fusion plasma magnetic fields one main challenges control magnetic configuration predictionreconstruction last closedflux surface lcfs evolution time lcfs determined interaction actuator coils internal tokamak plasma task requires realtime capable tools able deal highdimensional data well high resolution time interaction wide range input actuator coils internal plasma state responses add additional layer complexity work present application novel state art machine learning model lcfs reconstruction experimental advanced superconducting tokamak east learns automatically experimental data east architecture allows offline simulation testing particular control strategy also embedded realtime control system online magnetic equilibrium reconstruction prediction realtime modeling test approach achieves high accuracies average similarity lcfs reconstruction entire discharge process
906,internetofvehicle iov facilitate seamless connectivity connected vehicles cv autonomous vehicles av iov entities intrusion detection systems idss iov networks rely machine learning ml protect invehicle network cyberattacks blockchainbased federated forests bffs could used train ml models based data iov entities protecting confidentiality data reducing risks tampering data however ml models created way still vulnerable evasion poisoning exploratory attacks using adversarial examples paper investigates impact various possible adversarial examples bffids proposed integrating statistical detector detect extract unknown adversarial samples including unknown detected samples dataset detector augment bffids additional model detect original known attacks new adversarial inputs statistical adversarial detector confidently detected adversarial examples sample size input samples furthermore augmented bffids bffidsaug successfully mitigates adversarial examples accuracy approach model continue augmented sandbox whenever adversarial sample detected subsequently adopt bffidsaug active security model consequently proposed integration statistical adversarial detector subsequent augmentation bffids detected adversarial samples provides sustainable security framework adversarial examples unknown attacks
923,continuous developments data science brought forth exponential increase complexity machine learning models additionally data scientists become ubiquitous private market academic environments even hobby trends steady rise associated increase power consumption associated carbon footprint increasing carbon footprint largescale advanced data science already received attention latter trend work aims estimate contribution increasingly popular common data science global carbon footprint end power consumption several typical tasks aforementioned common data science tasks measured compared largescale advanced data science common computerrelated tasks everyday noncomputer related tasks done converting measurements equivalent unit km driven car main findings common data science consumes power regular computer usage less common everyday powerconsuming tasks lighting heating largescale data science consumes substantially power common data science
929,edge computing popular target accelerating machine learning algorithms supporting mobile devices without requiring communication latencies handle cloud edge deployments machine learning primarily consider traditional concerns swap constraints size weight power installations however metrics entirely sufficient consider environmental impacts computing given significant contributions embodied energy carbon paper explore tradeoffs convolutional neural network acceleration engines inference online training particular explore use processinginmemory pim approaches mobile gpu accelerators recently released fpgas compare novel racetrack memory pim replacing pimenabled ddr racetrack memory pim recover embodied energy quickly year high activity ratios mobile gpus sustainable higher embodied energy overcome compared pimenabled racetrack memory
930,increasing concerns raised deep learning fairness recent years existing fairnessaware machine learning methods mainly focus fairness indistribution data however realworld applications common distribution shift training test data paper first show fairness achieved existing methods easily broken slight distribution shifts solve problem propose novel fairness learning method termed curvature matching cuma achieve robust fairness generalizable unseen domains unknown distributional shifts specifically cuma enforces model similar generalization ability majority minority groups matching loss curvature distributions two groups evaluate method three popular fairness datasets compared existing methods cuma achieves superior fairness unseen distribution shifts without sacrificing either overall accuracy indistribution fairness
